Billing account name,Billing account ID,Project name,Project ID,Project hierarchy,Service description,Service ID,SKU description,SKU ID,Credit type,Cost type,Usage start date,Usage end date,Usage amount,Usage unit,Unrounded Cost ($),Cost ($)
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Committed Use,Regular,10/3/2024 0:00,10/7/2024 0:00,56.247109,hour,20.855297,20.86
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/14/2024 0:00,10/17/2024 0:00,73.470011,gibibyte month,25.927085,25.93
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Committed Use,Regular,10/11/2024 0:00,10/15/2024 0:00,87.624513,gibibyte month,24.275985,24.28
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/3/2024 0:00,10/7/2024 0:00,51.845364,gibibyte,8.549264,8.55
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/1/2024 0:00,10/2/2024 0:00,40.397187,gibibyte,2.28382,2.28
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,,Regular,10/12/2024 0:00,10/14/2024 0:00,29.673531,gibibyte,5.828856,5.83
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/18/2024 0:00,10/21/2024 0:00,6.808407,hour,1.518003,1.52
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Sustained Usage,Regular,10/13/2024 0:00,10/16/2024 0:00,75.558386,gibibyte month,28.45525,28.46
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Committed Use,Regular,10/2/2024 0:00,10/5/2024 0:00,74.783414,hour,29.188485,29.19
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/8/2024 0:00,10/11/2024 0:00,77.394952,gibibyte month,36.719452,36.72
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/23/2024 0:00,10/26/2024 0:00,28.928638,gibibyte,4.45254,4.45
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/20/2024 0:00,10/23/2024 0:00,6.805077,gibibyte month,1.835091,1.84
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/11/2024 0:00,10/12/2024 0:00,69.284869,gibibyte month,17.236016,17.24
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Committed Use,Regular,10/25/2024 0:00,10/29/2024 0:00,9.363838,hour,1.21288,1.21
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/3/2024 0:00,10/7/2024 0:00,20.164239,gibibyte month,8.323422,8.32
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Committed Use,Regular,10/10/2024 0:00,10/12/2024 0:00,93.245909,hour,35.546679,35.55
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Sustained Usage,Regular,10/20/2024 0:00,10/24/2024 0:00,21.066657,gibibyte month,0.44478,0.44
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Sustained Usage,Regular,10/22/2024 0:00,10/25/2024 0:00,11.646172,hour,5.620206,5.62
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/17/2024 0:00,10/21/2024 0:00,83.124549,hour,18.535762,18.54
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Sustained Usage,Regular,10/25/2024 0:00,10/27/2024 0:00,84.767316,gibibyte,18.56797,18.57
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,,Regular,10/6/2024 0:00,10/7/2024 0:00,40.462917,gibibyte month,9.906317,9.91
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,,Regular,10/27/2024 0:00,10/30/2024 0:00,42.347655,gibibyte month,19.736466,19.74
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Sustained Usage,Regular,10/3/2024 0:00,10/4/2024 0:00,32.136232,hour,9.828008,9.83
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,,Regular,10/23/2024 0:00,10/24/2024 0:00,61.663023,hour,30.404897,30.4
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Sustained Usage,Regular,10/16/2024 0:00,10/18/2024 0:00,58.284853,gibibyte,24.901638,24.9
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Sustained Usage,Regular,10/6/2024 0:00,10/8/2024 0:00,3.855373,hour,0.426257,0.43
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Sustained Usage,Regular,10/17/2024 0:00,10/19/2024 0:00,72.503431,gibibyte month,23.185217,23.19
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Committed Use,Regular,10/18/2024 0:00,10/20/2024 0:00,43.077048,gibibyte month,18.691556,18.69
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Sustained Usage,Regular,10/17/2024 0:00,10/19/2024 0:00,63.842556,gibibyte,25.138421,25.14
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Committed Use,Regular,10/7/2024 0:00,10/10/2024 0:00,63.897452,hour,11.555033,11.56
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/11/2024 0:00,10/13/2024 0:00,39.532471,gibibyte month,17.309154,17.31
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,,Regular,10/8/2024 0:00,10/9/2024 0:00,11.40321,hour,3.958192,3.96
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Sustained Usage,Regular,10/13/2024 0:00,10/14/2024 0:00,42.156283,hour,14.873953,14.87
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Sustained Usage,Regular,10/22/2024 0:00,10/24/2024 0:00,65.824028,hour,10.503322,10.5
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Sustained Usage,Regular,10/21/2024 0:00,10/25/2024 0:00,93.68273,gibibyte,45.994137,45.99
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/12/2024 0:00,10/14/2024 0:00,88.699728,hour,37.337332,37.34
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/19/2024 0:00,10/21/2024 0:00,19.673156,hour,6.828761,6.83
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/1/2024 0:00,10/2/2024 0:00,12.114826,gibibyte,4.887142,4.89
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/18/2024 0:00,10/20/2024 0:00,58.775167,hour,2.3881,2.39
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/19/2024 0:00,10/22/2024 0:00,3.616901,gibibyte month,0.57494,0.57
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/19/2024 0:00,10/22/2024 0:00,44.659681,gibibyte,4.320979,4.32
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/8/2024 0:00,10/12/2024 0:00,62.304219,gibibyte,15.75778,15.76
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Committed Use,Regular,10/18/2024 0:00,10/22/2024 0:00,82.275818,gibibyte month,4.473756,4.47
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Committed Use,Regular,10/14/2024 0:00,10/16/2024 0:00,94.440541,gibibyte,22.259212,22.26
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/5/2024 0:00,10/6/2024 0:00,64.678243,hour,19.483345,19.48
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/1/2024 0:00,10/3/2024 0:00,36.552684,gibibyte month,1.657834,1.66
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/25/2024 0:00,10/27/2024 0:00,12.739579,gibibyte,2.551703,2.55
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/21/2024 0:00,10/22/2024 0:00,50.543549,gibibyte month,24.62732,24.63
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/12/2024 0:00,10/16/2024 0:00,9.680147,hour,4.241587,4.24
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/23/2024 0:00,10/24/2024 0:00,41.51568,hour,18.445986,18.45
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/9/2024 0:00,10/12/2024 0:00,33.501752,gibibyte month,16.530651,16.53
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/13/2024 0:00,10/14/2024 0:00,90.846424,gibibyte month,14.221687,14.22
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/25/2024 0:00,10/26/2024 0:00,74.67034,gibibyte month,24.203906,24.2
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,,Regular,10/20/2024 0:00,10/21/2024 0:00,13.835829,gibibyte month,3.314948,3.31
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Sustained Usage,Regular,10/5/2024 0:00,10/6/2024 0:00,58.202191,hour,16.501657,16.5
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/17/2024 0:00,10/18/2024 0:00,36.978136,gibibyte,17.896188,17.9
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/2/2024 0:00,10/6/2024 0:00,92.216682,hour,31.532437,31.53
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/29/2024 0:00,10/30/2024 0:00,44.647999,hour,17.686264,17.69
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/16/2024 0:00,10/17/2024 0:00,34.173821,hour,5.036235,5.04
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Committed Use,Regular,10/10/2024 0:00,10/12/2024 0:00,10.04716,hour,4.57585,4.58
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/6/2024 0:00,10/10/2024 0:00,12.839234,gibibyte,0.750565,0.75
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,,Regular,10/29/2024 0:00,10/30/2024 0:00,43.793725,gibibyte,2.037839,2.04
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/23/2024 0:00,10/24/2024 0:00,24.894353,gibibyte month,0.332431,0.33
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/25/2024 0:00,10/29/2024 0:00,60.027217,gibibyte month,29.730692,29.73
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Sustained Usage,Regular,10/16/2024 0:00,10/19/2024 0:00,54.042102,gibibyte,4.512104,4.51
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Sustained Usage,Regular,10/1/2024 0:00,10/5/2024 0:00,82.803987,hour,38.21602,38.22
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/16/2024 0:00,10/18/2024 0:00,67.649019,gibibyte month,9.799091,9.8
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Sustained Usage,Regular,10/20/2024 0:00,10/24/2024 0:00,15.445033,hour,1.322113,1.32
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/20/2024 0:00,10/22/2024 0:00,43.288119,hour,21.642309,21.64
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Committed Use,Regular,10/26/2024 0:00,10/30/2024 0:00,35.519959,hour,12.560366,12.56
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/27/2024 0:00,10/30/2024 0:00,71.346974,hour,13.708679,13.71
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/24/2024 0:00,10/26/2024 0:00,49.506929,gibibyte month,2.695206,2.7
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/28/2024 0:00,10/29/2024 0:00,77.256169,gibibyte month,20.717216,20.72
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Sustained Usage,Regular,10/20/2024 0:00,10/22/2024 0:00,73.916188,gibibyte month,13.910293,13.91
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/19/2024 0:00,10/20/2024 0:00,25.104258,gibibyte,6.146067,6.15
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Sustained Usage,Regular,10/2/2024 0:00,10/6/2024 0:00,4.981752,hour,0.718904,0.72
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,,Regular,10/4/2024 0:00,10/5/2024 0:00,85.39155,gibibyte,24.578852,24.58
